features,instrument_family,instrument_source
"[406.0699265702924, 9.343117802278082, -2.6468314778664523, 3.733299454018198, 1.211703197534901, -3.468528880848901, 0.40931518272684253, 2.395497495507927, -3.779890977229507, -0.6662522810932241, 3.179715163422734, -2.4903051596530266, -0.9387288702580328, 861.6087958002327, 0.07099039506514132, 0.07420712425595238, 407.1609750195153, 1234.8710317460318, 11.699204260168534, 0.3304208228663896, 117.1875, 276.13128662109375]",0,2
"[518.6964769510492, -0.9472715444312049, -6.299491101043108, 1.2589908677153954, 3.51705229870279, -2.07867034161501, -3.930321115777677, 2.580601439166287, 2.840126959481953, -3.236419364733286, -2.3484128987719113, 3.715417342055934, 1.014211158080408, 1125.9318080135156, 0.06477786079279446, 0.09014214409722222, 507.47405752129526, 1558.345734126984, 21.319472329659035, 0.018219928259993662, 0.0, 810.0477294921875]",4,1
"[661.028659568284, 60.72936711725089, -24.23875434376566, 53.61841222028732, -3.4279441748449884, 4.211962219253034, -3.8230271760064807, -16.335843059024242, 7.406212716969989, -15.585588093582102, -23.171060992439475, -10.977113784977014, -2.906720897463619, 1360.8083277040398, 0.09756208938299787, 0.13083999875992064, 989.6870878765984, 2609.623015873016, 29.320766297984044, 0.9216070480584175, 85.22727272727273, 4480.23828125]",4,1
"[592.077172315949, 23.832908907658958, 9.709329856701697, 3.4580544696746873, -0.7706896284284493, -7.390243461948029, -17.119074589480473, -25.479638705449812, -25.410586157919518, -15.702313184380678, -3.95891610928865, 1.4045671502357389, 3.0564288940271327, 386.12349256723434, 0.09711186769560498, 0.04028707837301587, 188.84934486097, 429.93551587301585, 29.424423006120847, 0.04640070081372445, 0.0, 6012.6640625]",0,2
"[562.9619630740021, 93.50312349137063, 14.100520670859801, 13.581165140208443, 2.783071100608178, -5.225928930843078, -5.906250497767817, -9.52678493744931, -10.272648862739173, -9.665049419546637, -7.359573880193045, -4.049612785455664, -2.316598316802341, 388.9229441830933, 0.16567290322645473, 0.023421999007936508, 339.3187387511573, 671.5029761904761, 27.24264409956042, 0.1260858066845516, 0.0, 3894.284423828125]",4,1
"[743.1613255539125, 41.8644242076412, -7.48917408838253, 21.051503503703906, -14.185314021642009, 6.200449850626455, -11.32508837394452, -2.6509232824632853, -9.507963109150076, -5.762569580356257, -9.050465435663654, -6.304557083085794, -9.406442836411186, 980.1114899039266, 0.14739519233910628, 0.024243551587301588, 995.8631745322358, 1994.7296626984128, 28.41689058931755, 3.249863991069661, 117.1875, 6263.9384765625]",0,2
"[550.8304740879327, 105.18558764795777, 40.77033301463875, 18.32740974831032, 9.605032068916366, 4.222948529258945, -2.7270541614021533, -8.822255958089828, -12.740274343433073, -11.284453645444522, -6.429904746153482, -3.046122690315912, -4.938656954943454, 380.3124027961292, 0.19093143055567569, 0.019240606398809524, 414.40245798651426, 773.9955357142857, 27.949837094405655, 0.16041121665386457, 117.1875, 3524.777587890625]",3,0
"[668.651868872228, 130.9644243050041, 68.29831836498468, 41.44172534621052, 36.18611482564874, 30.06778657355368, 20.698314537590313, 15.897012611806828, 12.244521158297587, 8.603842307604824, 5.49732499046118, 3.808886639877276, 1.944777739594751, 173.57812651278542, 0.3358671048123827, 0.00806826636904762, 295.91315553537254, 338.4796626984127, 19.12311269450194, 0.2107021977076353, 117.1875, 12834.732421875]",0,2
"[413.04086362165083, 22.74505471791164, 13.091936932419172, 10.511729417571354, 7.007374214643669, 5.089980122882146, 3.3493206399531954, 0.5007959831221966, -1.1445153433768658, -2.1275656698533356, -3.9880908975197866, -4.834403939304733, -4.9707388080991635, 1057.0380920680884, 0.14098960579052175, 0.04429796006944445, 1046.2347539550203, 1869.9156746031747, 20.22236374628181, 0.004275450803077443, 0.0, 430.1889343261719]",0,2
"[619.1161721430607, 114.55096034618406, 76.50401699540738, 47.0703867028193, 31.89798748347054, 22.678471723379772, 15.76770814161295, 12.025340242678014, 3.3188843863040707, 2.0733393584691275, -0.14461134151832475, 5.98252258836976, 6.862230264299964, 912.1173965351775, 0.40270070554618637, 0.044693235367063495, 1217.4701442106925, 1628.2242063492063, 19.526729406331096, 0.7870843829725576, 170.45454545454547, 3615.1552734375]",4,1
"[392.6850005085676, -14.936897391823875, -0.7384523947325402, 16.012196109591315, -20.72687978332967, 3.000385510169556, 10.766033690966776, -22.33290317806694, 14.40598824741581, 4.2068900419352895, -17.6829598901281, 25.19748587705803, -8.150637291231988, 3325.779436524253, 0.10609957077187687, 0.41010587177579366, 213.9106734304197, 3329.2410714285716, 26.599776260834272, 0.003481639324629701, 0.0, 4054.73779296875]",9,2
"[747.8407101586852, 166.69739509430627, 17.836510819676292, 10.016424230707132, 19.48457578900389, 23.975796995321254, 0.5814892597369454, 1.945963971106309, -3.010063762832177, -0.3853959226229436, 8.622239097964767, 7.736361747549473, 4.912314589045352, 477.2493601451654, 0.26618952163437043, 0.019643632192460316, 825.5505859279469, 828.000992063492, 24.116071313666513, 0.5911225965273323, 133.92857142857142, 6447.33740234375]",8,0
"[782.3460046551251, 61.850343580501836, -24.3812444979185, 18.653432024274775, -5.324080810776587, -9.563177181367589, -24.53492764223386, -7.062544669594982, -8.30110887057544, -11.888967520255894, -16.297360552173412, -7.840864541218917, -10.555300214264557, 1201.1091080868391, 0.12700446804205215, 0.05286613343253968, 1329.336324428143, 2241.3194444444443, 27.12604606533554, 0.7947328401095197, 125.0, 9166.8515625]",8,0
"[542.0784287336204, 113.68393357759076, 25.85861318524617, 5.927664926779868, 6.925606884153171, -0.3022978361590679, -1.8398495003762205, 8.457610732282356, 17.78571020719841, 3.4687760755393744, -18.716997277352657, -14.213698568742355, 5.75561082242481, 585.5916977722338, 0.10516070081662082, 0.043557787698412696, 584.6791715864279, 1097.0982142857142, 29.128934279583916, 0.734846919591662, 98.6842105263158, 3048.229248046875]",4,1
"[445.55728354882933, 25.295818281238176, -17.981795891466668, 6.181841017896174, -11.42409130110866, 22.641828968806294, -4.822610092837905, -3.3060527595407323, -15.397922984465277, -32.62585859068686, 10.17073943810273, -6.214545708418955, 15.960908263593002, 3095.6688740849268, 0.08165298924332515, 0.38987320188492064, 432.66699745510095, 3202.938988095238, 24.263813332490052, 0.5490713065658178, 49.3421052631579, 2963.45849609375]",6,1
"[488.0732971784937, 19.08866233169047, 3.881562170928151, 8.845592858506462, 4.547041389293149, 4.609734510944214, 2.4642975386063064, 3.4332428517418245, 2.542544732208485, 2.3616639600791323, 2.3946276689584036, 2.96670464257551, 2.667232749140691, 591.6096743085012, 0.13153961919607846, 0.01513671875, 799.5217290127421, 1473.7723214285713, 22.185876258397393, 0.1000261736569287, 117.1875, 384.8191223144531]",8,0
"[648.4312781485395, 147.2455016816341, 52.20857800187901, 52.29806590229094, 30.848471089741683, -0.633724428201892, 0.3689504964759901, -7.6321794118662725, -10.405444575191131, -4.86603613906836, -10.134760100967364, 0.0049573682081021754, 6.7376963762244, 240.35529752923193, 0.18319711455703894, 0.018794952876984128, 299.62265110379246, 364.70734126984127, 24.890112313482085, 0.5236662160603153, 55.14705882352941, 7242.40185546875]",6,1
"[859.1281302953437, 17.957851018846345, -17.295310216132286, 28.08688966253481, -1.827618160181121, 2.2922034629023242, -6.792640467517411, 3.4703064004691986, -12.255470239019562, -14.371196277802905, -28.6377194626054, -20.247225597474102, -16.809040284653943, 1172.7740752796008, 0.12142729248967818, 0.028781467013888888, 1344.156887351811, 2603.8566468253966, 31.013475798277153, 0.3427438157479055, 89.28571428571429, 11382.1669921875]",0,2
"[569.7901248017708, 2.9100605463497597, -14.100637987391616, -8.467329427285366, 4.3559288260370455, 12.818660912559762, 10.275717108129646, -1.6855045340705623, -19.737081459861216, 0.264330281171662, 29.798748755651694, 16.500503481543895, 1.678859856549757, 1225.644474582328, 0.09638991566095634, 0.12880936879960317, 802.7610415626954, 1295.5729166666667, 34.921159182663104, 0.003035536308908556, 0.0, 4128.05322265625]",3,0
"[532.4383540115863, 15.786289923519963, 12.255201591871966, 8.56167340389267, 6.020391023864783, 4.667525346854552, 3.885279356646537, 3.3235619274687833, 3.0398897809547596, 3.0130031631470544, 2.9552094560908486, 2.717151122072506, 2.584198727077622, 312.14060674600165, 0.13797516970055757, 0.005312965029761905, 519.7522871321194, 693.7624007936508, 26.333833504722886, 0.004991226418676021, 0.0, 996.0805053710938]",5,0
"[541.0814825740293, 21.44685787271742, 8.710924064158116, 1.357397419154616, -8.35953077638894, -9.224554696347601, -9.287565845256909, 1.5124444496320804, 10.089586445480133, 15.1361078005301, 18.764167136505606, 12.395412480652379, 3.5990483971619307, 1207.5633087890621, 0.20309215794486424, 0.06517392113095238, 1286.048657100774, 2284.908234126984, 22.022398664908774, 0.07768569626562016, 0.0, 2014.72412109375]",4,1
"[551.91286758252, 43.902380782096294, 13.448832154935262, 25.132329393448064, 17.02197310630328, -11.581527138737714, -23.98352801078347, -2.124410815007287, -12.084719211975473, -40.18685972183353, -19.172256312232072, -2.561412640337834, -24.007800352040263, 775.3889457626427, 0.1481684043348738, 0.12766229538690477, 664.4739347596193, 1523.561507936508, 35.13603930938939, 0.1682327508820056, 0.0, 4074.133544921875]",6,1
"[635.0541274990084, 116.2071762777078, 34.169197650540376, 18.78633376876217, 16.638594144222726, 9.871317403989236, -1.3838493978574467, -7.141496679016664, -5.261834040549114, -3.0382444229705374, -4.136458261475156, -3.329314096486279, -7.463313121408028, 252.72734320061286, 0.1800001754498109, 0.019895523313492064, 318.79468424542506, 361.1111111111111, 26.920777901158193, 0.153719430509457, 20.161290322580644, 3854.8779296875]",3,1
"[589.2345774512479, 131.93225043209884, 76.81123930204508, 41.747210895241, 29.935305207950346, 22.510577324254683, 15.273220187679827, 11.426861990478589, 8.866290618200397, 6.033969695362427, 3.97340950641305, 2.6527209831033383, 2.009287081280754, 500.89384561125354, 0.2991217129172791, 0.0301726810515873, 551.0873886085897, 952.8769841269841, 21.13399237633855, 0.4139527273285873, 117.1875, 5870.28857421875]",0,2
"[621.6226295949195, 154.03239085235518, 94.10122727607671, 49.02254548311013, 23.927835011127087, 16.001274821713988, 10.105509681047044, 4.5486724434234915, 0.15795530405616642, 0.2753344298270792, 0.47590499785113355, 0.37167671716017014, -1.470044931009391, 201.7685616241448, 0.2628715791500201, 0.014656187996031746, 246.96843916081986, 392.29910714285717, 17.310977974083684, 0.4367385615106133, 117.1875, 6237.748046875]",0,2
"[417.1784797264548, 12.428014685729487, 2.2779001761846613, 4.206849129906838, 0.9213445902214185, -0.7132408461071191, -1.361712827297136, -0.18670014272342328, -1.506955551447345, -0.876245727643084, -0.6157933333003869, -2.240158411330102, -1.8284415775643914, 328.2948251201101, 0.06121157100756655, 0.014489552331349206, 348.82276159522445, 679.9355158730159, 17.082547328599542, 0.027754450727593458, 117.1875, 192.09161376953125]",8,0
"[514.7446180420843, 32.97079028691008, -11.414569569927982, 18.952309360427904, 4.945822011285337, 2.903034857502642, -3.2693635870448667, -8.445710946202308, -6.5161877555056655, -1.0532104754976839, 0.5014825701150419, -3.723290693392476, -7.420159126450732, 1191.5936138134325, 0.15049719852958574, 0.04687887524801587, 1086.5792008374422, 2349.6403769841268, 23.944996918382657, 0.16773730532637143, 117.1875, 924.7460327148438]",3,1
"[646.8444431459482, -21.5692952305958, -2.250722680085961, -15.507443349838082, -41.47015128270565, -1.8323560446349794, 17.493697122244683, 35.27989385405029, -3.4260578403286837, 2.398167922871229, -16.364311646801482, -26.1785172364944, 1.7117964923672055, 1542.8984823789785, 0.08879174545220458, 0.08734809027777778, 1421.4249575263784, 3390.252976190476, 26.160473083330363, 0.6061011125270809, 125.0, 5370.57958984375]",2,2
"[685.0060002276927, 32.218661420515105, -48.62792758160091, 7.125524909856538, 0.6567417803789549, -4.589043317125603, -2.2190280002330933, 5.5419056545056025, -7.091921940488457, -7.703516876619104, -17.4898195384639, -0.2891257294043593, 15.08231954863276, 1339.1977946777804, 0.13450331831727433, 0.09876844618055555, 1107.5987964669848, 2344.4320436507937, 29.94225627801458, 0.9739993117603682, 133.92857142857142, 6273.67822265625]",2,0
"[611.9919883368228, 67.13823545696879, 42.307962401040584, 23.751390862320992, 11.93227642171857, 1.8089706472341618, -7.472322333416549, -13.781966470667768, -14.192603978541653, -9.946350386501672, -6.970394061992159, -9.174982140185904, -13.450116122509378, 375.08490773549073, 0.24169763075618989, 0.019496372767857144, 382.62363332445426, 735.8630952380952, 27.36922278276221, 0.11357018154200153, 117.1875, 8423.873046875]",4,1
"[485.6414457911378, 68.61005179658126, 8.85528926572774, -0.793169600557753, 1.0757054224781388, 2.3508013703329165, 2.7421790269830755, 2.1770577590717406, 2.479548856640776, 3.122978608673997, 3.082957013426002, 2.2009581589603413, 1.3914304412393637, 490.17931443517404, 0.26589966698870027, 0.020046657986111112, 695.5057364006744, 1106.7088293650793, 17.022501860197522, 0.30949139909511375, 117.1875, 536.4091186523438]",1,0
"[582.6412846731414, 25.92733479070094, 17.08548210908667, 7.750709195255566, -1.114674263440927, -8.425343699247133, -13.85420548757965, -18.39867503024401, -20.10642529169452, -18.952917547390893, -16.411651292551685, -11.916655872345746, -5.31041449596488, 316.3087217445844, 0.09163063644157372, 0.03522600446428571, 184.98451638660498, 345.85813492063494, 22.799050085240392, 0.021365101624021637, 0.0, 4725.6640625]",4,1
"[719.5168264872764, 163.90705494941108, 28.280005867558614, 10.821178525153169, 26.75119483997841, 21.927197710478993, 6.910782173625897, 5.171836852443088, 4.440390112281224, 2.4464388931808245, 5.767082514302646, 1.5551827230546094, -0.9519661626684938, 413.88086064785904, 0.2676309029173495, 0.01254030257936508, 784.6692041542512, 723.4002976190476, 19.949537068143467, 0.5455916677181423, 144.23076923076923, 5967.8662109375]",8,0
"[687.3734334892955, 88.09076842712288, -43.50785896498459, -7.326535322584501, -33.63296904464393, -10.371001672601345, -11.133085479595618, -25.272533078221432, -8.197452541447694, -0.6742694617111865, -1.8514666426320967, -6.58948798571323, -10.55729005715393, 631.7107595569378, 0.12835325070810377, 0.054896763392857144, 468.35739941786375, 903.3358134920635, 33.532360820638665, 0.3488990720470287, 312.5, 8245.373046875]",7,0
"[863.5349479246081, 70.69874235369615, -58.257336369922605, 32.68552750610699, 1.2174313817156923, 10.45660059572615, -23.772028863199022, 26.897166756765422, -2.759201152461116, 12.335193759651196, -0.8586165522143563, 1.604003605209551, -7.794649567197274, 1557.4800882677582, 0.43092070494194484, 0.10097733754960317, 1471.9086090129679, 2959.3874007936506, 26.97571150828238, 0.6634300663868434, 117.1875, 5304.27392578125]",7,0
"[537.81667679865, -19.06750441787641, 5.454015036620598, -13.27910274084299, -8.422358930355694, -7.89511934483942, -14.091752760294826, 1.152494607123976, 15.040824892381105, 16.954627598907866, 20.076606689025482, -5.71652010501443, -20.317503817432264, 2668.634858876005, 0.11345220969201417, 0.10292271205357142, 1941.4662762816943, 5131.200396825397, 27.66467140994948, 0.41584159538143584, 0.0, 948.0394897460938]",4,1
"[559.4424993774117, 42.876060387726426, 37.23358989246118, 31.586488680122336, 24.844636590166694, 20.081047478042404, 13.148130734549055, 6.560723968373424, 3.350983708215162, -1.5276170733894987, -5.097296009201803, -7.888271803081792, -11.844673071001463, 470.79164984655483, 0.15882592845867732, 0.025150359623015872, 587.6144585780672, 781.312003968254, 23.464058529150922, 0.11965646888522709, 117.1875, 6458.85595703125]",4,1
